gene,block,panel
Htr2a,6_GPCR_druggable,v7_252
Oprd1,6_GPCR_druggable,v7_252
Sstr2,6_GPCR_druggable,v7_252
Htr1f,6_GPCR_druggable,v7_252
Npy1r,6_GPCR_druggable,v7_252
Grm1,6_GPCR_druggable,v7_252
Gpr101,6_GPCR_druggable,v7_252
Crhr1,6_GPCR_druggable,v7_252
Grm5,6_GPCR_druggable,v7_252
Adcyap1r1,6_GPCR_druggable,v7_252
Gabbr2,6_GPCR_druggable,v7_252
Htr1b,6_GPCR_druggable,v7_252
Gabbr1,6_GPCR_druggable,v7_252
Cckbr,6_GPCR_druggable,v7_252
Grin2b,7_plasticity,v7_252
Grin2a,7_plasticity,v7_252
Ntrk2,7_plasticity,v7_252
Rgs4,7_plasticity,v7_252
Dlg4,7_plasticity,v7_252
Cbln2,7_plasticity,v7_252
Etv1,8_TF_identity,v7_252
Meis2,8_TF_identity,v7_252
Tle4,8_TF_identity,v7_252
Foxp1,8_TF_identity,v7_252
Tbr1,8_TF_identity,v7_252
Neurod6,8_TF_identity,v7_252
Synpr,9_published_regional,v7_252
Rbp4,9_published_regional,v7_252
Mpped1,9_published_regional,v7_252
Calb1,9_published_regional,v7_252
Scn5a,9_published_regional,v7_252
Bhlhe22,8_TF_identity,v7_252
Nts,9_published_regional,v7_252
Slc6a3,11_class_backbone_optional,v7_252
Col23a1,12_GSE283418_added,v7_252
Slc29a4,12_GSE283418_added,v7_252
Cck,12_GSE283418_added,v7_252
Gfra1,12_GSE283418_added,v7_252
Calcrl,12_GSE283418_added,v7_252
Lamb3,12_GSE283418_added,v7_252
Nos1,12_GSE283418_added,v7_252
Oprl1,12_GSE283418_added,v7_252
Per2,13_Jesse_morphine_state,v7_252
Pcsk1,13_Jesse_morphine_state,v7_252
Per1,13_Jesse_morphine_state,v7_252
Camk2g,13_Jesse_morphine_state,v7_252
Bhlhe40,13_Jesse_morphine_state,v7_252
Sema3e,13_Jesse_morphine_state,v7_252
Chrm1,14_Jesse_ORB_GPCR,v7_252
Grm8,14_Jesse_ORB_GPCR,v7_252
Gpr26,14_Jesse_ORB_GPCR,v7_252
Arid5b,16_expanded_morphine_state,v7_252
Tiparp,16_expanded_morphine_state,v7_252
Dusp1,16_expanded_morphine_state,v7_252
Hunk,16_expanded_morphine_state,v7_252
Klf10,16_expanded_morphine_state,v7_252
Zfp46,16_expanded_morphine_state,v7_252
Zfp641,16_expanded_morphine_state,v7_252
Nr4a3,16_expanded_morphine_state,v7_252
Crem,16_expanded_morphine_state,v7_252
Egr3,16_expanded_morphine_state,v7_252
Egr4,16_expanded_morphine_state,v7_252
Etv5,16_expanded_morphine_state,v7_252
Sox8,16_expanded_morphine_state,v7_252
Stk40,16_expanded_morphine_state,v7_252
Zkscan16,16_expanded_morphine_state,v7_252
Fosl2,16_expanded_morphine_state,v7_252
Hrh1,16_expanded_morphine_state,v7_252
Kitl,16_expanded_morphine_state,v7_252
Dusp4,16_expanded_morphine_state,v7_252
Dusp5,16_expanded_morphine_state,v7_252
E2f6,16_expanded_morphine_state,v7_252
Ep300,16_expanded_morphine_state,v7_252
Fhl2,16_expanded_morphine_state,v7_252
Hivep1,16_expanded_morphine_state,v7_252
Smad5,16_expanded_morphine_state,v7_252
Zhx2,16_expanded_morphine_state,v7_252
Zkscan2,16_expanded_morphine_state,v7_252
Adra1a,17_expanded_ORB_GPCR,v7_252
Chrm3,17_expanded_ORB_GPCR,v7_252
Hrh3,17_expanded_ORB_GPCR,v7_252
Gpr22,17_expanded_ORB_GPCR,v7_252
Adra1b,17_expanded_ORB_GPCR,v7_252
Pnoc,18_expanded_BMAp,v7_252
Maf,19_expanded_L5IT_separator,v7_252
Ptpru,19_expanded_L5IT_separator,v7_252
Rai14,19_expanded_L5IT_separator,v7_252
Sema5a,19_expanded_L5IT_separator,v7_252
Sema5b,19_expanded_L5IT_separator,v7_252
Thsd7b,19_expanded_L5IT_separator,v7_252
Adrb1,14_Jesse_ORB_GPCR,v7_252
Syt1,4b_class_backbone,v7_252
Slc6a1,4b_class_backbone,v7_252
Slc1a2,4b_class_backbone,v7_252
Scg2,4c_activity,v7_252
Vgf,4c_activity,v7_252
Rgs2,4c_activity,v7_252
Sgk1,4c_activity,v7_252
Jun,4c_activity,v7_252
Btg2,4c_activity,v7_252
Ier2,4c_activity,v7_252
Sik1,4c_activity,v7_252
Egr2,4c_activity,v7_252
Creb1,5_receptor_map,v7_252
Camk2b,7_plasticity,v7_252
Gria3,7_plasticity,v7_252
Gria4,7_plasticity,v7_252
Grin3a,7_plasticity,v7_252
Nrxn1,7_plasticity,v7_252
Nlgn1,7_plasticity,v7_252
Syp,7_plasticity,v7_252
Syn1,7_plasticity,v7_252
Gphn,7_plasticity,v7_252
Shank3,7_plasticity,v7_252
Syngap1,7_plasticity,v7_252
Grm7,6_GPCR_druggable,v7_252
Grm3,6_GPCR_druggable,v7_252
Gpr158,6_GPCR_druggable,v7_252
Jund,5_IEG,v7_252
Ccbe1,1_celltype_separator,v7_252
Smoc2,1_celltype_separator,v7_252
Clock,20_circadian,v7_252
Npas2,20_circadian,v7_252
Arntl,20_circadian,v7_252
Cry2,20_circadian,v7_252
Per3,20_circadian,v7_252
Nr1d2,20_circadian,v7_252
Dbp,20_circadian,v7_252
Bhlhe41,20_circadian,v7_252
Xist,21_sex_identity,v7_252
Eif2s3y,21_sex_identity,v7_252
Ddx3y,21_sex_identity,v7_252
Rgs5,22_pericyte,v7_252
Vtn,22_pericyte,v7_252
Slc30a3,23_identity,v7_252
Sulf1,23_identity,v7_252
Lhx9,23_identity,v7_252
Adra2a,24_GPCR_map,v7_252
Htr1a,24_GPCR_map,v7_252
Grm2,24_GPCR_map,v7_252
Galr1,24_GPCR_map,v7_252
Ntrk3,25_plasticity,v7_252
Lrrtm2,25_plasticity,v7_252
Nrxn3,25_plasticity,v7_252
Arhgap32,25_plasticity,v7_252
Cdh8,25_plasticity,v7_252
Pcdh8,25_plasticity,v7_252
Pak1,25_plasticity,v7_252
Esr1,23_identity,v7_252
Adcyap1,24_GPCR_map,v7_252
P2ry12,26_nonneuronal_state,v7_252
Chat,27_cholinergic,v7_252
Slc5a7,27_cholinergic,v7_252
Ddc,27_cholinergic,v7_252
St8sia2,25_plasticity,v7_252
