region_user,subclass,gene,n_cells,mean_log2_expr,pct_expr,is_nonneuronal,is_anchor_subclass,specificity_log2_vs_neuronal,specificity_log2_vs_neuronal_competitor_mean,specificity_log2_vs_panel,specificity_log2_vs_panel_competitor_mean,in_subclass_name,cell_type_label,role,n_anchors_passing,uniqueness,rank_key,rank_within_subclass,roi_clean,contaminating_subclass_in_roi
ORBm,046 Vip Gaba,Vip,3277,10.6763,92.86,False,True,6.0366,4.6397,10.0631,0.6132,True,Cortical interneurons,target,1,UNIQUE_to_subclass,130.06310000000002,1,True,
ORBm,046 Vip Gaba,Calb2,3277,5.3505,64.63,False,True,-5.3913,10.7418,4.2359,1.1146,False,Cortical interneurons,target,1,UNIQUE_to_subclass,24.2359,2,False,"042 OB-out Frmd7 Gaba in same dissection is higher (10.74, 97%)"
ORBm,046 Vip Gaba,Tac2,3277,4.2275,47.67,False,True,-0.5728,4.8003,3.6808,0.5467,False,Cortical interneurons,target,1,UNIQUE_to_subclass,23.6808,3,False,"047 Sncg Gaba in same dissection is higher (4.80, 56%)"
ORBm,046 Vip Gaba,Crh,3277,4.9587,56.55,False,True,3.4502,1.5085,3.5482,1.4105,False,Cortical interneurons,target,1,UNIQUE_to_subclass,23.5482,4,True,
ORBm,046 Vip Gaba,Slc5a7,3277,3.1711,41.41,False,True,-0.9177,4.0888,3.1491,0.022,False,Cortical interneurons,target,1,UNIQUE_to_subclass,23.1491,5,False,"056 Sst Chodl Gaba in same dissection is higher (4.09, 58%)"
ORBm,046 Vip Gaba,Penk,3277,4.9753,60.51,False,True,-5.2549,10.2302,2.9263,2.049,False,Cortical interneurons,target,1,UNIQUE_to_subclass,22.9263,6,False,"062 STR D2 Gaba in same dissection is higher (10.23, 97%)"
ORBm,046 Vip Gaba,Htr3a,3277,2.9874,39.85,False,True,-3.1065,6.0939,2.2411,0.7463,False,Cortical interneurons,target,1,UNIQUE_to_subclass,22.2411,7,False,"047 Sncg Gaba in same dissection is higher (6.09, 76%)"
ORBm,046 Vip Gaba,Cnr1,3277,9.5271,98.47,False,True,-2.6354,12.1625,2.0832,7.4439,False,Cortical interneurons,target,1,UNIQUE_to_subclass,22.0832,8,False,"047 Sncg Gaba in same dissection is higher (12.16, 100%)"
ORBm,046 Vip Gaba,Nr2e1,3277,2.8867,41.53,False,True,1.0142,1.8725,1.6476,1.2391,False,Cortical interneurons,target,1,UNIQUE_to_subclass,21.6476,9,True,
ORBm,046 Vip Gaba,Dlx1,3277,6.3938,80.74,False,True,0.589,5.8048,1.6359,4.7579,False,Cortical interneurons,target,1,UNIQUE_to_subclass,21.6359,10,True,
