region_user,cell_type_label,allen_subclass_anchor,role,n_cells,UNIQUE_separator_genes,BEST_separators_also_clean_in_whole_ROI,roi_contamination_warning,how_to_separate_from_siblings,needs_marker_combination,marker_combination_recipe,allen_name_embedded_markers_verified,shared_marker_genes,discriminating_markers_ranked,discriminating_markers_with_stats,GPCRs_enriched_in_this_subclass,cell_type_specific_GPCRs,intermediate_GPCRs,universal_GPCRs,n_unique_separators,n_specific_GPCRs,n_universal_GPCRs
BMAp,Amygdala GABA / striatal-like inhibitory neighbors,074 MEA-BST Lhx6 Sp9 Gaba,neighbor_control,6461,"Lhx6, Sp9, Nr2e1, Whrn, Slc6a1, Cartpt, Adarb2",,"Lhx6: 056 Sst Chodl Gaba in same dissection is higher (8.52, 99%); Sp9: 054 STR Prox1 Lhx6 Gaba in same dissection is higher (6.27, 90%); Nr2e1: 075 MEA-BST Lhx6 Nr2e1 Gaba in same dissection is higher (5.66, 84%); Whrn: 118 ADP-MPO Trp73 Glut in same dissection is higher (6.55, 94%); Slc6a1: 050 Lamp5 Lhx6 Gaba in same dissection is higher (11.45, 100%); Cartpt: 076 MEA-BST Lhx6 Nfib Gaba in same dissection is higher (6.40, 70%); Adarb2: 047 Sncg Gaba in same dissection is higher (13.34, 100%)","vs 073 MEA-BST Sox6 Gaba: Lhx6, Sp9; vs 082 CEA-BST Ebf1 Pdyn Gaba: Lhx6, Sp9, Sox6",NO,,"Lhx6, Sp9",,"Lhx6, Sp9, Nr2e1, Whrn, Slc6a1, Cartpt, Adarb2","Lhx6 (panel_spec=5.90, 89% of cells, UNIQUE_to_subclass); Sp9 (panel_spec=4.42, 79% of cells, UNIQUE_to_subclass); Nr2e1 (panel_spec=2.43, 59% of cells, UNIQUE_to_subclass); Whrn (panel_spec=0.79, 67% of cells, UNIQUE_to_subclass); Slc6a1 (panel_spec=0.73, 99% of cells, UNIQUE_to_subclass); Cartpt (panel_spec=0.67, 36% of cells, UNIQUE_to_subclass); Adarb2 (panel_spec=0.60, 94% of cells, UNIQUE_to_subclass)",,,"Tacr3, Oprk1, Oprd1, Htr2a","Grm5, Gabbr1, Gabbr2, Grm1, Oprm1, Htr2c, Adcyap1r1, Crhr1, Gpr101, Chrm2, Gpr88, Htr1f, Cnr1, Npy1r, Htr1a",7,0,15
BMAp,Amygdala GABA / striatal-like inhibitory neighbors,082 CEA-BST Ebf1 Pdyn Gaba,neighbor_control,6966,"Ebf1, Pdyn, Isl1, Meis2, Sst, Zfhx3, Cnr1, Mpped1, Vat1l, Gpr101, Bcl11b, Lamp5",,"Ebf1: 061 STR D1 Gaba in same dissection is higher (6.92, 83%); Pdyn: 061 STR D1 Gaba in same dissection is higher (9.15, 97%); Isl1: 093 RT-ZI Gnb3 Gaba in same dissection is higher (7.44, 100%); Meis2: 063 STR D1 Sema5a Gaba in same dissection is higher (11.39, 100%); Sst: 056 Sst Chodl Gaba in same dissection is higher (11.16, 97%); Zfhx3: 077 CEA-BST Gal Avp Gaba in same dissection is higher (10.82, 100%); Cnr1: 047 Sncg Gaba in same dissection is higher (11.50, 100%); Mpped1: 049 Lamp5 Gaba in same dissection is higher (8.46, 98%); Vat1l: 079 CEA-BST Six3 Cyp26b1 Gaba in same dissection is higher (8.87, 99%); Gpr101: 122 LHA-MEA Otp Glut in same dissection is higher (6.99, 92%); Bcl11b: 061 STR D1 Gaba in same dissection is higher (9.32, 100%); Lamp5: 049 Lamp5 Gaba in same dissection is higher (8.06, 96%)","vs 073 MEA-BST Sox6 Gaba: Ebf1, Isl1, Nts; vs 074 MEA-BST Lhx6 Sp9 Gaba: Ebf1, Pdyn, Isl1",NO,,"Ebf1, Pdyn",,"Ebf1, Pdyn, Isl1, Meis2, Sst, Zfhx3, Cnr1, Mpped1, Vat1l, Gpr101, Bcl11b, Lamp5","Ebf1 (panel_spec=4.77, 73% of cells, UNIQUE_to_subclass); Pdyn (panel_spec=2.12, 63% of cells, UNIQUE_to_subclass); Isl1 (panel_spec=3.60, 55% of cells, UNIQUE_to_subclass); Meis2 (panel_spec=2.42, 92% of cells, UNIQUE_to_subclass); Sst (panel_spec=2.11, 52% of cells, UNIQUE_to_subclass); Zfhx3 (panel_spec=1.92, 100% of cells, UNIQUE_to_subclass); Cnr1 (panel_spec=1.32, 83% of cells, UNIQUE_to_subclass); Mpped1 (panel_spec=1.15, 93% of cells, UNIQUE_to_subclass); Vat1l (panel_spec=0.92, 98% of cells, UNIQUE_to_subclass); Gpr101 (panel_spec=0.92, 79% of cells, UNIQUE_to_subclass); Bcl11b (panel_spec=0.86, 98% of cells, UNIQUE_to_subclass); Lamp5 (panel_spec=0.85, 69% of cells, UNIQUE_to_subclass)","Cnr1 (panel_spec=1.32, 83%), Gpr101 (panel_spec=0.92, 79%), Tacr3 (panel_spec=0.56, 30%)",Oxtr,"Tacr3, Htr1b, Drd1, Oprk1, Tacr1","Grm5, Gabbr1, Gabbr2, Htr2c, Grm1, Gpr101, Cnr1, Oprm1, Gpr88, Adcyap1r1, Htr1f, Npy1r, Sstr2, Crhr1, Chrm2, Htr1a, Cckbr",12,1,17
RE,Midline thalamic glutamatergic / reuniens,152 RE-Xi Nox4 Glut,target,5450,"Nox4, Calb2, Necab1, Oprm1, Calb1, Foxp1, Amigo2, Deptor, Spon1, Zfp804b, Nxph1",,"Calb2: 110 BST-po Iigp1 Glut in same dissection is higher (10.06, 100%); Necab1: 150 CM-IAD-CL-PCN Sema5b Glut in same dissection is higher (9.64, 99%); Oprm1: 150 CM-IAD-CL-PCN Sema5b Glut in same dissection is higher (7.42, 91%); Foxp1: 061 STR D1 Gaba in same dissection is higher (10.75, 100%); Amigo2: 145 MH Tac2 Glut in same dissection is higher (5.80, 76%); Deptor: 147 AD Serpinb7 Glut in same dissection is higher (7.31, 95%); Spon1: 153 MG-POL-SGN Nts Glut in same dissection is higher (7.73, 91%); Zfp804b: 110 BST-po Iigp1 Glut in same dissection is higher (11.60, 100%); Nxph1: 154 PF Fzd5 Glut in same dissection is higher (10.15, 100%)","vs 151 TH Prkcd Grin2c Glut: Nox4, Nrgn, Slc6a1",NO,,Nox4,,"Nox4, Calb2, Necab1, Oprm1, Calb1, Foxp1, Amigo2, Deptor, Spon1, Zfp804b, Nxph1","Nox4 (panel_spec=1.65, 42% of cells, UNIQUE_to_subclass); Calb2 (panel_spec=4.60, 92% of cells, UNIQUE_to_subclass); Necab1 (panel_spec=2.84, 90% of cells, UNIQUE_to_subclass); Oprm1 (panel_spec=2.53, 70% of cells, UNIQUE_to_subclass); Calb1 (panel_spec=2.25, 96% of cells, UNIQUE_to_subclass); Foxp1 (panel_spec=1.87, 97% of cells, UNIQUE_to_subclass); Amigo2 (panel_spec=1.49, 36% of cells, UNIQUE_to_subclass); Deptor (panel_spec=1.47, 86% of cells, UNIQUE_to_subclass); Spon1 (panel_spec=1.07, 88% of cells, UNIQUE_to_subclass); Zfp804b (panel_spec=0.62, 84% of cells, UNIQUE_to_subclass); Nxph1 (panel_spec=0.57, 100% of cells, UNIQUE_to_subclass)","Oprm1 (panel_spec=2.53, 70%)",Hcrtr2,Npy1r,"Grm5, Gabbr1, Gabbr2, Grm1, Chrm2, Oprm1, Htr2c, Adcyap1r1, Htr1f",11,1,9
RE,Midline thalamic glutamatergic / reuniens,151 TH Prkcd Grin2c Glut,target,68125,"Prkcd, Grin2c, Slc17a7, Tnnt1, Pcp4, Adarb2, Cacng5, Prox1, Rorb, Gpr88, Sema5a, Cnih3","Prkcd, Grin2c, Tnnt1","Slc17a7: 037 DG Glut in same dissection is higher (8.13, 94%); Adarb2: 202 PRT Tcf7l2 Gaba in same dissection is higher (10.16, 96%); Prox1: 037 DG Glut in same dissection is higher (8.77, 97%); Rorb: 149 PVT-PT Ntrk1 Glut in same dissection is higher (8.79, 97%); Gpr88: 061 STR D1 Gaba in same dissection is higher (8.75, 100%); Sema5a: 037 DG Glut in same dissection is higher (8.99, 97%); Cnih3: 037 DG Glut in same dissection is higher (6.49, 85%)","vs 152 RE-Xi Nox4 Glut: Grin2c, Gpr88, Ebf1",NO,,"Prkcd, Grin2c",,"Prkcd, Grin2c, Slc17a7, Tnnt1, Pcp4, Adarb2, Cacng5, Prox1, Rorb, Gpr88, Sema5a, Cnih3","Prkcd (panel_spec=5.69, 90% of cells, UNIQUE_to_subclass); Grin2c (panel_spec=2.02, 61% of cells, UNIQUE_to_subclass); Slc17a7 (panel_spec=3.47, 76% of cells, UNIQUE_to_subclass); Tnnt1 (panel_spec=3.44, 79% of cells, UNIQUE_to_subclass); Pcp4 (panel_spec=3.39, 100% of cells, UNIQUE_to_subclass); Adarb2 (panel_spec=3.04, 97% of cells, UNIQUE_to_subclass); Cacng5 (panel_spec=2.85, 78% of cells, UNIQUE_to_subclass); Prox1 (panel_spec=2.71, 85% of cells, UNIQUE_to_subclass); Rorb (panel_spec=2.21, 90% of cells, UNIQUE_to_subclass); Gpr88 (panel_spec=2.00, 38% of cells, UNIQUE_to_subclass); Sema5a (panel_spec=1.47, 83% of cells, UNIQUE_to_subclass); Cnih3 (panel_spec=1.46, 49% of cells, UNIQUE_to_subclass)","Gpr88 (panel_spec=2.00, 38%), Grm1 (panel_spec=1.19, 100%), Gabbr2 (panel_spec=0.75, 100%)",Gpr88,Npy1r,"Grm1, Gabbr2, Gabbr1, Grm5, Chrm2, Htr2c, Oprm1, Adcyap1r1",12,1,8
RE,Reticular/inhibitory thalamic exclusion,093 RT-ZI Gnb3 Gaba,neighbor_control,7452,"Pvalb, Meis2, Six3, Isl1, Sst, Gfra1, Cplx3, Npy, Vat1l, Trh, Wfs1, Cdh13","Pvalb, Six3, Isl1, Sst, Npy, Trh","Meis2: 064 STR-PAL Chst9 Gaba in same dissection is higher (11.76, 100%); Gfra1: 145 MH Tac2 Glut in same dissection is higher (9.18, 93%); Cplx3: 262 Pineal Crx Glut in same dissection is higher (9.60, 99%); Vat1l: 145 MH Tac2 Glut in same dissection is higher (8.66, 98%); Wfs1: 061 STR D1 Gaba in same dissection is higher (7.65, 100%); Cdh13: 110 BST-po Iigp1 Glut in same dissection is higher (9.83, 97%)","vs 109 LGv-ZI Otx2 Gaba: Pvalb, Meis2, Isl1",NO,,,,"Pvalb, Meis2, Six3, Isl1, Sst, Gfra1, Cplx3, Npy, Vat1l, Trh, Wfs1, Cdh13","Pvalb (panel_spec=8.60, 95% of cells, UNIQUE_to_subclass); Meis2 (panel_spec=8.57, 94% of cells, UNIQUE_to_subclass); Six3 (panel_spec=8.24, 97% of cells, UNIQUE_to_subclass); Isl1 (panel_spec=6.47, 87% of cells, UNIQUE_to_subclass); Sst (panel_spec=5.71, 77% of cells, UNIQUE_to_subclass); Gfra1 (panel_spec=4.31, 79% of cells, UNIQUE_to_subclass); Cplx3 (panel_spec=3.77, 53% of cells, UNIQUE_to_subclass); Npy (panel_spec=3.17, 48% of cells, UNIQUE_to_subclass); Vat1l (panel_spec=2.20, 92% of cells, UNIQUE_to_subclass); Trh (panel_spec=2.18, 31% of cells, UNIQUE_to_subclass); Wfs1 (panel_spec=2.12, 59% of cells, UNIQUE_to_subclass); Cdh13 (panel_spec=2.12, 92% of cells, UNIQUE_to_subclass)","Cnr1 (panel_spec=1.46, 48%), Chrm2 (panel_spec=0.97, 88%)",,"Cnr1, Crhr1, Oprk1","Grm5, Gabbr1, Chrm2, Gabbr2, Adcyap1r1, Grm1, Htr2c, Htr1f",12,0,8
RE,Reticular/inhibitory thalamic exclusion,109 LGv-ZI Otx2 Gaba,neighbor_control,4380,"Otx2, Reln, Nos1, Syt6, Sp9, Baiap3, Lhx1, Slc6a1, Gpr101, Thsd7b, Nrgn, Pcdh8",,"Otx2: 213 SCsg Gabrr2 Gaba in same dissection is higher (7.64, 91%); Reln: 213 SCsg Gabrr2 Gaba in same dissection is higher (8.53, 94%); Nos1: 117 LHA Barhl2 Glut in same dissection is higher (5.43, 62%); Syt6: 145 MH Tac2 Glut in same dissection is higher (8.05, 94%); Sp9: 064 STR-PAL Chst9 Gaba in same dissection is higher (3.69, 52%); Baiap3: 141 PH-SUM Foxa1 Glut in same dissection is higher (7.47, 93%); Lhx1: 213 SCsg Gabrr2 Gaba in same dissection is higher (4.40, 62%); Slc6a1: 213 SCsg Gabrr2 Gaba in same dissection is higher (9.81, 99%); Gpr101: 134 PH-ant-LHA Otp Bsx Glut in same dissection is higher (3.87, 52%); Thsd7b: 064 STR-PAL Chst9 Gaba in same dissection is higher (9.11, 98%); Nrgn: 037 DG Glut in same dissection is higher (10.33, 100%); Pcdh8: 064 STR-PAL Chst9 Gaba in same dissection is higher (4.29, 61%)","vs 093 RT-ZI Gnb3 Gaba: Reln, Necab1, Nos1",NO,,Otx2,,"Otx2, Reln, Nos1, Syt6, Sp9, Baiap3, Lhx1, Slc6a1, Gpr101, Thsd7b, Nrgn, Pcdh8","Otx2 (panel_spec=2.72, 45% of cells, UNIQUE_to_subclass); Reln (panel_spec=5.79, 73% of cells, UNIQUE_to_subclass); Nos1 (panel_spec=3.61, 59% of cells, UNIQUE_to_subclass); Syt6 (panel_spec=2.81, 62% of cells, UNIQUE_to_subclass); Sp9 (panel_spec=2.68, 53% of cells, UNIQUE_to_subclass); Baiap3 (panel_spec=2.25, 48% of cells, UNIQUE_to_subclass); Lhx1 (panel_spec=2.24, 38% of cells, UNIQUE_to_subclass); Slc6a1 (panel_spec=1.90, 93% of cells, UNIQUE_to_subclass); Gpr101 (panel_spec=1.87, 30% of cells, UNIQUE_to_subclass); Thsd7b (panel_spec=1.69, 66% of cells, UNIQUE_to_subclass); Nrgn (panel_spec=1.39, 57% of cells, UNIQUE_to_subclass); Pcdh8 (panel_spec=1.28, 38% of cells, UNIQUE_to_subclass)","Htr2c (panel_spec=4.12, 88%), Gpr101 (panel_spec=1.87, 30%)",Gpr101,"Oprk1, Crhr1, Cnr1","Grm5, Gabbr1, Htr2c, Gabbr2, Grm1, Chrm2, Adcyap1r1, Htr1f, Oprm1",12,1,9
LM,Lateral mammillary excitatory,138 PH Pitx2 Glut,target,1795,"Dmrta2, Nrgn, Pou3f1, Calb2",,"Dmrta2: 159 IF-RL-CLI-PAG Foxa1 Glut in same dissection is higher (4.81, 67%); Nrgn: 096 PVHd Gsc Gaba in same dissection is higher (8.54, 88%); Pou3f1: 060 OT D3 Folh1 Gaba in same dissection is higher (6.69, 87%); Calb2: 149 PVT-PT Ntrk1 Glut in same dissection is higher (9.24, 98%)",vs 141 PH-SUM Foxa1 Glut: Pou3f1,NO,,,,"Dmrta2, Nrgn, Pou3f1, Calb2","Dmrta2 (panel_spec=1.81, 40% of cells, UNIQUE_to_subclass); Nrgn (panel_spec=1.32, 72% of cells, UNIQUE_to_subclass); Pou3f1 (panel_spec=1.16, 27% of cells, UNIQUE_to_subclass); Calb2 (panel_spec=0.55, 90% of cells, UNIQUE_to_subclass)","Htr2c (panel_spec=0.72, 71%)",,"Drd2, Crhr1, Htr1b, Npy1r, Htr2a","Grm5, Gabbr1, Gabbr2, Grm1, Htr2c, Chrm2, Oprm1, Cnr1, Adcyap1r1, Hcrtr2, Gpr101",4,0,11
LM,Lateral mammillary excitatory,141 PH-SUM Foxa1 Glut,target,2921,"Tcf4, Zfp804b, Barhl2, Ntsr1, Slc6a1, Nfib, Bcl11b, Foxp2, Necab1, Nr4a2, Mpped1, Oprm1",,"Tcf4: 055 STR Lhx8 Gaba in same dissection is higher (10.66, 100%); Zfp804b: 074 MEA-BST Lhx6 Sp9 Gaba in same dissection is higher (9.80, 92%); Barhl2: 092 TMv-PMv Tbx3 Hist-Gaba in same dissection is higher (4.17, 68%); Ntsr1: 059 GPe-SI Sox6 Cyp26b1 Gaba in same dissection is higher (4.10, 67%); Slc6a1: 213 SCsg Gabrr2 Gaba in same dissection is higher (9.94, 100%); Nfib: 064 STR-PAL Chst9 Gaba in same dissection is higher (8.89, 96%); Bcl11b: 060 OT D3 Folh1 Gaba in same dissection is higher (9.59, 100%); Foxp2: 064 STR-PAL Chst9 Gaba in same dissection is higher (10.84, 100%); Necab1: 149 PVT-PT Ntrk1 Glut in same dissection is higher (8.62, 96%); Nr4a2: 215 SNc-VTA-RAmb Foxa1 Dopa in same dissection is higher (7.05, 90%); Mpped1: 056 Sst Chodl Gaba in same dissection is higher (7.43, 96%); Oprm1: 064 STR-PAL Chst9 Gaba in same dissection is higher (7.74, 94%)","vs 138 PH Pitx2 Glut: Nfib, Ntsr1, Barhl2",NO,,,,"Tcf4, Zfp804b, Barhl2, Ntsr1, Slc6a1, Nfib, Bcl11b, Foxp2, Necab1, Nr4a2, Mpped1, Oprm1","Tcf4 (panel_spec=2.55, 95% of cells, UNIQUE_to_subclass); Zfp804b (panel_spec=2.41, 80% of cells, UNIQUE_to_subclass); Barhl2 (panel_spec=1.74, 37% of cells, UNIQUE_to_subclass); Ntsr1 (panel_spec=1.49, 33% of cells, UNIQUE_to_subclass); Slc6a1 (panel_spec=1.43, 92% of cells, UNIQUE_to_subclass); Nfib (panel_spec=1.31, 43% of cells, UNIQUE_to_subclass); Bcl11b (panel_spec=1.11, 30% of cells, UNIQUE_to_subclass); Foxp2 (panel_spec=1.07, 45% of cells, UNIQUE_to_subclass); Necab1 (panel_spec=0.93, 49% of cells, UNIQUE_to_subclass); Nr4a2 (panel_spec=0.86, 77% of cells, UNIQUE_to_subclass); Mpped1 (panel_spec=0.84, 52% of cells, UNIQUE_to_subclass); Oprm1 (panel_spec=0.79, 72% of cells, UNIQUE_to_subclass)","Ntsr1 (panel_spec=1.49, 33%), Oprm1 (panel_spec=0.79, 72%)","Ntsr1, Sstr2, Oprk1","Crhr1, Htr1f","Grm5, Gabbr1, Gabbr2, Grm1, Htr2c, Oprm1, Adcyap1r1, Cnr1, Chrm2, Hcrtr2",12,3,10
LM,Nearby hypothalamic exclusion populations,144 MM Foxb1 Glut,neighbor_control,8270,"Cnih3, Pde1c, Rorb, Maf, Npnt, Pvalb, Thsd7b, Cck, Adcyap1, Adarb2, Cux2, Cartpt","Cnih3, Npnt, Adcyap1, Cartpt","Rorb: 094 SCH Six6 Cdc14a Gaba in same dissection is higher (9.57, 90%); Maf: 059 GPe-SI Sox6 Cyp26b1 Gaba in same dissection is higher (3.32, 53%); Pvalb: 093 RT-ZI Gnb3 Gaba in same dissection is higher (5.62, 58%); Thsd7b: 088 BST Tac2 Gaba in same dissection is higher (9.57, 97%); Cck: 151 TH Prkcd Grin2c Glut in same dissection is higher (9.06, 99%); Adarb2: 057 NDB-SI-MA-STRv Lhx8 Gaba in same dissection is higher (10.77, 99%); Cux2: 151 TH Prkcd Grin2c Glut in same dissection is higher (6.58, 94%)","vs 102 DMH-LHA Gsx1 Gaba: Slc17a6, Foxb1, Adcyap1; vs 126 ARH-PVp Tbx3 Glut: Foxb1, Adcyap1, Cck; vs 132 AHN-RCH-LHA Otp Fezf1 Glut: Foxb1, Cartpt, Cck",NO,,,,"Cnih3, Pde1c, Rorb, Maf, Npnt, Pvalb, Thsd7b, Cck, Adcyap1, Adarb2, Cux2, Cartpt","Cnih3 (panel_spec=2.47, 90% of cells, UNIQUE_to_subclass); Pde1c (panel_spec=1.90, 89% of cells, UNIQUE_to_subclass); Rorb (panel_spec=1.89, 95% of cells, UNIQUE_to_subclass); Maf (panel_spec=1.89, 50% of cells, UNIQUE_to_subclass); Npnt (panel_spec=1.24, 53% of cells, UNIQUE_to_subclass); Pvalb (panel_spec=1.13, 66% of cells, UNIQUE_to_subclass); Thsd7b (panel_spec=1.09, 85% of cells, UNIQUE_to_subclass); Cck (panel_spec=1.07, 92% of cells, UNIQUE_to_subclass); Adcyap1 (panel_spec=0.97, 98% of cells, UNIQUE_to_subclass); Adarb2 (panel_spec=0.87, 99% of cells, UNIQUE_to_subclass); Cux2 (panel_spec=0.77, 87% of cells, UNIQUE_to_subclass); Cartpt (panel_spec=0.68, 95% of cells, UNIQUE_to_subclass)","Grm1 (panel_spec=0.86, 100%)",,"Htr1f, Npy1r, Htr2a","Grm1, Gabbr2, Gabbr1, Grm5, Htr2c, Adcyap1r1, Gpr101, Oprm1, Hcrtr2",12,0,9
LM,Nearby hypothalamic exclusion populations,143 MM-ant Foxb1 Glut,neighbor_control,5437,"Nts, Pnoc, Pcp4, Otof, Calb1, Tshz2, Rprm",Rprm,"Nts: 085 SI-MPO-LPO Lhx8 Gaba in same dissection is higher (4.27, 53%); Pnoc: 142 HY Gnrh1 Glut in same dissection is higher (5.81, 81%); Pcp4: 151 TH Prkcd Grin2c Glut in same dissection is higher (12.40, 100%); Otof: 091 ARH-PVi Six6 Dopa-Gaba in same dissection is higher (5.37, 73%); Tshz2: 059 GPe-SI Sox6 Cyp26b1 Gaba in same dissection is higher (9.85, 100%)","vs 102 DMH-LHA Gsx1 Gaba: Foxb1, Slc17a6, Rprm; vs 126 ARH-PVp Tbx3 Glut: Foxb1, Adcyap1, Nxph4; vs 132 AHN-RCH-LHA Otp Fezf1 Glut: Foxb1, Cartpt, Lhx1; vs 144 MM Foxb1 Glut: Otof, Nxph1, Sulf1",NO,,,,"Nts, Pnoc, Pcp4, Otof, Calb1, Tshz2, Rprm","Nts (panel_spec=2.28, 48% of cells, UNIQUE_to_subclass); Pnoc (panel_spec=1.73, 54% of cells, UNIQUE_to_subclass); Pcp4 (panel_spec=1.52, 100% of cells, UNIQUE_to_subclass); Otof (panel_spec=1.17, 48% of cells, UNIQUE_to_subclass); Calb1 (panel_spec=1.11, 96% of cells, UNIQUE_to_subclass); Tshz2 (panel_spec=0.99, 97% of cells, UNIQUE_to_subclass); Rprm (panel_spec=0.64, 98% of cells, UNIQUE_to_subclass)","Htr2a (panel_spec=3.06, 73%), Cckbr (panel_spec=0.57, 24%)",Cckbr,"Htr2a, Drd2, Crhr1","Grm1, Grm5, Gabbr2, Gabbr1, Oprm1, Adcyap1r1, Gpr101",7,1,7
LM,Nearby hypothalamic exclusion populations,126 ARH-PVp Tbx3 Glut,neighbor_control,4103,"Tbx3, Pdyn, Tcf7l2, Bsx, Tac2, Pomc, Gpr101, Sox1, Deptor, Amigo2, Nhlh2, Gfra1",,"Tbx3: 108 ARH-PVp Tbx3 Gaba in same dissection is higher (5.96, 80%); Pdyn: 123 DMH Nkx2-4 Glut in same dissection is higher (8.20, 92%); Tcf7l2: 149 PVT-PT Ntrk1 Glut in same dissection is higher (10.85, 100%); Bsx: 092 TMv-PMv Tbx3 Hist-Gaba in same dissection is higher (6.12, 86%); Tac2: 088 BST Tac2 Gaba in same dissection is higher (6.80, 75%); Pomc: 142 HY Gnrh1 Glut in same dissection is higher (3.30, 59%); Gpr101: 121 MEA-BST Otp Zic2 Glut in same dissection is higher (5.34, 82%); Sox1: 060 OT D3 Folh1 Gaba in same dissection is higher (6.47, 85%); Deptor: 059 GPe-SI Sox6 Cyp26b1 Gaba in same dissection is higher (5.99, 83%); Amigo2: 091 ARH-PVi Six6 Dopa-Gaba in same dissection is higher (5.45, 77%); Nhlh2: 142 HY Gnrh1 Glut in same dissection is higher (5.43, 80%); Gfra1: 096 PVHd Gsc Gaba in same dissection is higher (6.93, 82%)","vs 102 DMH-LHA Gsx1 Gaba: Slc17a6, Tbx3, Nhlh2; vs 132 AHN-RCH-LHA Otp Fezf1 Glut: Pdyn, Tbx3, Nkx2-1; vs 143 MM-ant Foxb1 Glut: Sema5a, Pdyn, Tbx3; vs 144 MM Foxb1 Glut: Sema5a, Pdyn, Tbx3",NO,,Tbx3,,"Tbx3, Pdyn, Tcf7l2, Bsx, Tac2, Pomc, Gpr101, Sox1, Deptor, Amigo2, Nhlh2, Gfra1","Tbx3 (panel_spec=4.47, 63% of cells, UNIQUE_to_subclass); Pdyn (panel_spec=3.79, 65% of cells, UNIQUE_to_subclass); Tcf7l2 (panel_spec=2.29, 34% of cells, UNIQUE_to_subclass); Bsx (panel_spec=2.28, 37% of cells, UNIQUE_to_subclass); Tac2 (panel_spec=2.27, 32% of cells, UNIQUE_to_subclass); Pomc (panel_spec=1.92, 41% of cells, UNIQUE_to_subclass); Gpr101 (panel_spec=1.68, 51% of cells, UNIQUE_to_subclass); Sox1 (panel_spec=1.56, 29% of cells, UNIQUE_to_subclass); Deptor (panel_spec=1.53, 54% of cells, UNIQUE_to_subclass); Amigo2 (panel_spec=0.95, 51% of cells, UNIQUE_to_subclass); Nhlh2 (panel_spec=0.69, 52% of cells, UNIQUE_to_subclass); Gfra1 (panel_spec=0.62, 60% of cells, UNIQUE_to_subclass)","Npy1r (panel_spec=1.98, 52%), Gpr101 (panel_spec=1.68, 51%), Tacr3 (panel_spec=1.37, 30%)","Tacr3, Npy2r, Oprk1, Sstr2","Npy1r, Drd2","Grm5, Gabbr1, Gabbr2, Adcyap1r1, Grm1, Gpr101, Cnr1, Oprm1, Hcrtr2, Htr2c, Chrm2",12,4,11
LM,Nearby hypothalamic exclusion populations,132 AHN-RCH-LHA Otp Fezf1 Glut,neighbor_control,4156,"Otp, Fezf1, Zic1, Trh, Zic2, Map3k15, Tac1",,"Otp: 133 PVH-SO-PVa Otp Glut in same dissection is higher (7.54, 93%); Fezf1: 128 VMH Fezf1 Glut in same dissection is higher (4.75, 69%); Zic1: 115 MS-SF Bsx Glut in same dissection is higher (8.82, 98%); Trh: 131 LHA-AHN-PVH Otp Trh Glut in same dissection is higher (7.57, 82%); Zic2: 142 HY Gnrh1 Glut in same dissection is higher (4.59, 72%); Map3k15: 131 LHA-AHN-PVH Otp Trh Glut in same dissection is higher (1.75, 28%); Tac1: 060 OT D3 Folh1 Gaba in same dissection is higher (9.78, 100%)","vs 102 DMH-LHA Gsx1 Gaba: Slc17a6, Otp, Zic1; vs 126 ARH-PVp Tbx3 Glut: Otp, Zic1, Sim1; vs 143 MM-ant Foxb1 Glut: Otp, Zic1, Ebf1; vs 144 MM Foxb1 Glut: Otp, Calb2, Zic1",NO,,"Otp, Fezf1",,"Otp, Fezf1, Zic1, Trh, Zic2, Map3k15, Tac1","Otp (panel_spec=7.07, 91% of cells, UNIQUE_to_subclass); Fezf1 (panel_spec=3.14, 50% of cells, UNIQUE_to_subclass); Zic1 (panel_spec=5.67, 73% of cells, UNIQUE_to_subclass); Trh (panel_spec=2.87, 46% of cells, UNIQUE_to_subclass); Zic2 (panel_spec=1.52, 26% of cells, UNIQUE_to_subclass); Map3k15 (panel_spec=1.13, 28% of cells, UNIQUE_to_subclass); Tac1 (panel_spec=0.51, 33% of cells, UNIQUE_to_subclass)","Htr1f (panel_spec=0.55, 32%), Galr1 (panel_spec=0.51, 25%), Grm5 (panel_spec=0.51, 99%)","Galr1, Tacr1","Htr1f, Htr1b, Npy1r, Htr2a","Grm5, Gabbr1, Gabbr2, Grm1, Htr2c, Adcyap1r1, Chrm2, Cnr1, Oprm1, Gpr101, Hcrtr2",7,2,11
