region,anchor,gene,in_panel_245,pct_expr,mean_log2_expr,specificity_log2_vs_other_anchors,rank_key,rank_within_anchor_all_genes,rank_within_anchor_panel_status
BMAp,073 MEA-BST Sox6 Gaba,Dlx6os1,False,76.87535898908673,5.2457450818495115,0.8206204811102067,2.7064076379472137,14,10
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Nxph2,False,69.88082340195017,5.215474940992107,4.067729616824962,5.912087630434318,3,1
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Insyn2b,False,77.7588608574524,5.061301099868442,2.787062381100492,4.677812270789463,4,2
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Frem3,False,54.52716297786721,3.3804966215562606,2.6794100625564043,4.416022964697478,5,3
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Ostm1,False,85.11066398390342,5.792258962428416,2.228613903938556,4.158597882580266,7,4
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Man1a,False,71.62977867203219,5.384930980111438,1.7864206935409528,3.6415143027804957,8,5
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Hs3st2,False,47.206314811948616,3.022466227654388,1.7522011815242902,3.426201279830907,9,6
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Hnmt,False,61.02770468967652,3.6511693357258936,1.479933580995389,3.2654606170284435,10,7
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Pard3b,False,76.67543723881752,5.5375697695790125,1.1724868430999775,3.0571431043096267,11,8
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Adamts6,False,49.419594490017026,3.2452001673502555,1.322719967764769,3.0166191452640447,12,9
BMAp,074 MEA-BST Lhx6 Sp9 Gaba,Tmem47,False,74.98839188980034,4.807992183872465,1.1275495014770471,3.0025435418236626,13,10
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Zfp503,False,64.68561584840654,3.8581385255167957,2.87391068183847,4.684718399104065,3,1
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Hs3st5,False,86.74992822279644,6.740096988946311,2.576487628456449,4.514756752582688,4,2
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Dlx6,False,83.13235716336492,5.401931591838932,2.5438038545471455,4.463573949358302,5,3
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Ankrd63,False,73.06919322423198,4.7062501121518805,2.1270670177091624,3.9908013299237037,7,4
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Zfhx3,False,99.69853574504738,9.731575689061154,1.924794221182668,3.923483001134085,8,5
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Gabrg1,False,90.28136663795578,6.952675270958943,1.8477068633394218,3.803304987945752,11,6
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Gm13889,False,83.93626184323858,5.500189536678151,1.7687827033208845,3.6927323270359507,12,7
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Rgs2,False,92.04708584553546,6.607700572423198,1.6899217593498035,3.6539318029096934,13,8
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Wwc2,False,78.81136950904393,4.93308962729687,1.5055750437903876,3.402163918118262,15,9
BMAp,082 CEA-BST Ebf1 Pdyn Gaba,Slc25a13,False,40.71202985931668,2.3173760833871664,1.6822661417121378,3.291988898100949,16,10
